
-34	-60	-52	-37	-71	-66	-75	2
-34	-54	-56	-42	-68	-76	-75	2
-39	-57	-50	-35	-63	-70	-79	2
-39	-48	-51	-38	-63	-69	-89	2
-38	-52	-62	-37	-69	-73	-71	2
-42	-52	-56	-43	-64	-76	-74	2
-39	-54	-55	-37	-64	-70	-70	2
-43	-57	-52	-40	-58	-72	-70	2
-40	-54	-53	-36	-61	-77	-74	2
-37	-55	-55	-40	-73	-72	-74	2
-38	-58	-62	-41	-64	-76	-73	2
-43	-54	-59	-40	-68	-76	-74	2
-45	-52	-59	-43	-71	-74	-79	2
-45	-57	-59	-43	-71	-74	-79	2
-47	-60	-56	-48	-85	-85	-81	2
-50	-56	-55	-47	-63	-86	-77	2
-48	-57	-56	-49	-64	-87	-76	2
-46	-57	-55	-44	-65	-86	-77	2
-45	-58	-54	-46	-69	-87	-77	2
-48	-54	-50	-49	-61	-81	-84	3
-54	-53	-54	-50	-63	-79	-77	3
-50	-56	-54	-50	-71	-79	-77	3
-49	-57	-52	-51	-60	-89	-83	3
-48	-52	-54	-47	-61	-80	-86	3
-46	-56	-53	-53	-61	-87	-77	3
-52	-56	-58	-48	-59	-87	-92	3
-45	-51	-59	-53	-62	-82	-85	3
-46	-56	-57	-55	-66	-82	-85	3
-49	-53	-55	-46	-59	-81	-93	3
-49	-52	-58	-46	-57	-77	-77	3
-49	-49	-53	-47	-57	-80	-77	3
-50	-49	-54	-48	-62	-79	-75	3
-56	-51	-47	-51	-71	-79	-75	3
-60	-50	-49	-54	-71	-83	-82	3
-60	-54	-50	-50	-60	-84	-85	3
-48	-56	-50	-45	-61	-80	-80	3
-49	-49	-53	-48	-63	-84	-88	3
-48	-50	-55	-50	-66	-78	-75	3
-53	-55	-55	-53	-66	-79	-86	3
-46	-58	-54	-49	-62	-81	-88	3
-46	-56	-54	-49	-63	-81	-82	3
-47	-54	-55	-47	-66	-78	-86	3
-47	-53	-49	-49	-66	-76	-80	3
-45	-54	-48	-49	-65	-78	-81	3
-45	-53	-55	-49	-63	-78	-81	3
-46	-54	-53	-48	-64	-78	-79	3
-45	-54	-54	-48	-63	-78	-82	3
-45	-53	-55	-50	-63	-83	-82	3
-45	-55	-54	-47	-63	-78	-80	3
-46	-53	-54	-46	-63	-79	-82	3
-46	-52	-54	-47	-64	-79	-81	3
-46	-60	-54	-48	-63	-80	-83	3
-46	-54	-53	-47	-63	-85	-80	3
-47	-55	-55	-49	-67	-85	-80	3
-46	-58	-55	-49	-64	-78	-84	3
-46	-60	-56	-47	-66	-83	-85	3
-49	-52	-61	-52	-61	-82	-88	3
-48	-55	-58	-49	-67	-83	-88	3
-48	-52	-52	-56	-68	-81	-84	3
-49	-51	-58	-45	-65	-83	-84	3
-52	-60	-59	-40	-60	-81	-81	3
-52	-56	-56	-41	-63	-77	-80	3
-48	-57	-54	-50	-66	-83	-78	3
-49	-53	-51	-53	-67	-81	-83	3
-48	-53	-51	-50	-66	-79	-86	3
-47	-55	-54	-50	-72	-80	-88	3
-49	-52	-56	-48	-55	-81	-82	3
-53	-54	-59	-54	-62	-81	-82	3
-55	-51	-52	-48	-60	-78	-86	3
-49	-52	-57	-54	-59	-85	-88	3
-54	-55	-52	-50	-58	-78	-86	3
-51	-56	-51	-58	-58	-80	-86	3
-51	-51	-52	-57	-56	-81	-77	3
-46	-54	-50	-54	-59	-81	-77	3
-49	-53	-50	-55	-59	-80	-87	3
-48	-50	-54	-51	-59	-77	-75	3
-49	-53	-53	-51	-64	-79	-80	3
-47	-56	-54	-51	-63	-81	-86	3
-51	-57	-54	-55	-62	-87	-81	3
-49	-54	-52	-56	-60	-85	-73	3
-49	-54	-50	-51	-66	-78	-82	3
-46	-47	-47	-50	-65	-79	-84	3
-51	-54	-44	-52	-56	-79	-79	3
-48	-47	-50	-53	-61	-82	-79	3
-47	-56	-57	-52	-62	-79	-87	3
-51	-55	-50	-53	-62	-78	-84	3
-51	-58	-59	-52	-64	-78	-84	3
-53	-62	-57	-49	-61	-88	-87	3
-48	-59	-54	-55	-60	-84	-87	3
-50	-59	-60	-51	-64	-86	-85	3
-51	-54	-54	-55	-58	-88	-85	3
-49	-58	-50	-56	-64	-81	-81	3
-48	-58	-50	-53	-62	-81	-87	3
-48	-51	-54	-51	-58	-80	-77	3
-48	-54	-53	-51	-61	-77	-80	3
-46	-51	-55	-42	-62	-79	-78	3
-49	-53	-52	-52	-64	-74	-84	3
-50	-55	-52	-47	-65	-83	-91	3
-47	-46	-53	-46	-59	-79	-79	3
-49	-51	-52	-44	-60	-77	-77	3
-48	-53	-51	-43	-64	-74	-77	3
-46	-54	-47	-51	-57	-80	-73	3
-49	-52	-48	-48	-59	-79	-78	3
-49	-51	-50	-53	-64	-79	-78	3
-53	-54	-56	-52	-63	-81	-85	3
-54	-55	-50	-48	-64	-80	-78	3
-51	-56	-51	-47	-62	-79	-85	3
-48	-55	-53	-51	-63	-82	-86	3
-50	-57	-59	-43	-62	-76	-78	3
-50	-53	-52	-50	-61	-79	-83	3
-47	-58	-56	-51	-70	-81	-86	3
-52	-57	-52	-52	-70	-87	-77	3
-52	-60	-51	-54	-61	-86	-87	3
-55	-60	-50	-55	-63	-88	-87	3
-55	-60	-51	-53	-63	-85	-87	3
-53	-58	-51	-51	-62	-84	-85	3
-53	-68	-50	-51	-77	-85	-87	3
-58	-56	-47	-62	-36	-85	-84	4
-61	-52	-49	-56	-46	-84	-83	4
-55	-50	-51	-61	-48	-82	-79	4
-61	-52	-43	-60	-47	-89	-85	4
-58	-59	-44	-57	-54	-82	-89	4
-59	-52	-59	-61	-54	-87	-89	4
-59	-51	-56	-59	-51	-87	-86	4
-59	-52	-56	-59	-51	-89	-84	4
-59	-52	-56	-59	-51	-89	-87	4
-59	-52	-57	-59	-50	-88	-88	4
-59	-53	-57	-60	-51	-89	-95	4
-59	-54	-59	-60	-50	-87	-86	4
-59	-53	-56	-59	-51	-87	-89	4
-59	-53	-57	-59	-50	-88	-88	4
-59	-57	-56	-61	-52	-86	-85	4
-60	-54	-54	-60	-64	-88	-88	4
-59	-53	-57	-60	-51	-87	-88	4
-58	-52	-58	-60	-52	-86	-89	4
-59	-52	-56	-58	-55	-88	-87	4
-59	-52	-55	-60	-55	-87	-88	4
-59	-51	-54	-59	-55	-87	-88	4
-59	-51	-55	-59	-53	-88	-88	4
-59	-56	-55	-59	-54	-87	-88	4
-59	-52	-55	-59	-55	-88	-85	4
-58	-51	-56	-59	-54	-87	-87	4
-59	-50	-55	-59	-54	-88	-87	4
-59	-50	-55	-59	-53	-86	-87	4
-59	-50	-59	-59	-55	-85	-87	4
-59	-51	-55	-59	-54	-87	-88	4
-59	-51	-57	-59	-53	-87	-92	4
-59	-53	-56	-60	-53	-85	-86	4
-59	-53	-57	-62	-55	-88	-85	4
-58	-52	-57	-60	-52	-86	-88	4
-58	-50	-54	-60	-53	-86	-89	4
-59	-52	-57	-60	-54	-91	-89	4
-59	-52	-55	-59	-52	-88	-87	4
-57	-52	-56	-60	-52	-91	-85	4
-57	-51	-56	-57	-50	-88	-86	4
-57	-50	-58	-60	-51	-87	-88	4
-60	-50	-57	-60	-50	-89	-86	4
-59	-51	-56	-58	-51	-95	-84	4
-58	-51	-56	-58	-50	-88	-88	4
-59	-51	-56	-58	-50	-88	-86	4
-59	-50	-57	-59	-51	-87	-85	4
-59	-51	-57	-59	-52	-87	-86	4
-59	-50	-57	-61	-51	-85	-86	4
-59	-51	-54	-60	-50	-87	-86	4
-59	-51	-57	-59	-51	-89	-86	4
-59	-51	-56	-61	-50	-86	-86	4
-59	-50	-57	-60	-49	-91	-86	4
-59	-51	-57	-60	-49	-87	-88	4
-59	-53	-55	-60	-51	-87	-87	4
-59	-52	-57	-58	-50	-86	-88	4
-59	-52	-57	-60	-49	-86	-88	4
-60	-53	-59	-59	-53	-86	-86	4
-57	-52	-56	-62	-52	-92	-85	4
-56	-51	-43	-59	-47	-83	-89	4
-55	-52	-46	-59	-53	-88	-84	4
-56	-58	-48	-60	-51	-85	-85	4
-63	-58	-52	-59	-51	-88	-94	4
-57	-61	-53	-59	-52	-87	-89	4
-58	-61	-52	-61	-53	-85	-88	4
-57	-57	-51	-60	-53	-85	-89	4
-57	-60	-49	-61	-54	-85	-88	4
-57	-61	-56	-60	-53	-86	-86	4
-58	-54	-52	-61	-53	-85	-89	4
-55	-56	-47	-54	-49	-81	-79	4
-58	-55	-55	-54	-49	-78	-79	4
-63	-54	-50	-55	-50	-85	-79	4
-58	-55	-53	-59	-52	-81	-84	4
-59	-59	-52	-60	-51	-87	-86	4
-57	-55	-57	-59	-48	-85	-84	4
-59	-57	-53	-58	-55	-85	-86	4
-59	-59	-52	-59	-53	-87	-87	4
-59	-56	-53	-60	-49	-85	-84	4
-58	-56	-56	-61	-52	-85	-85	4
-58	-59	-56	-60	-50	-86	-83	4
